docID,sentence,subject,predicate,object,root,synonyms,level,distance
10.1107/S160053681000228X,Further consolidation of the crystal structure is accomplished by extensive O mdash H,Further consolidation of the crystal structure,accomplished by,extensive O mdash H,accomplish,"{'action', 'attain', 'fulfil', 'accomplish', 'fulfill', 'achieve', 'reach', 'execute'}",3,20,crystal:0:structure:1:further:0:consolidation,extensive:2:o:1:mdash:0:h,is,3
10.1107/S0567739480001830,The model involving a minimum number of input data is tested for its validity in predicting the dispersion relations in platinum,minimum number of input data,tested for,dispersion relations in platinum,test,"{'prove', 'try', 'essay', 'examine', 'test', 'screen', 'quiz'}",2,46,input:0:datum:1:minimum:0:numb,platinum:1:dispersion:0:relation,is,8
10.1107/S0021889894012628,The distribution of divalent iron and nickel over two metal sites of differing coordination geometry in NiFe2PO42 sarcopside has been investigated by resonant Xray and timeofflight neutron powder diffraction,coordination geometry,been,neutron powder,be,"{'equal', 'be', 'constitute', 'comprise', 'exist', 'embody', 'represent', 'personify'}",1,81,coordination:0:geometry,neutron:0:powder,has,11
10.1107/S0021889894012628,The distribution of divalent iron and nickel over two metal sites of differing coordination geometry in NiFe2PO42 sarcopside has been investigated by resonant Xray and timeofflight neutron powder diffraction,coordination geometry,investigated by,neutron powder,investigate,"{'enquire', 'investigate', 'inquire'}",1,81,coordination:0:geometry,neutron:0:powder,,11
10.1107/S0021889894012628,The distribution of divalent iron and nickel over two metal sites of differing coordination geometry in NiFe2PO42 sarcopside has been investigated by resonant Xray and timeofflight neutron powder diffraction,differing coordination geometry,been,neutron powder diffraction,be,"{'equal', 'be', 'constitute', 'comprise', 'exist', 'embody', 'represent', 'personify'}",2,81,differ:1:coordination:0:geometry,neutron:0:powder:1:diffraction,has,11
10.1107/S0021889894012628,The distribution of divalent iron and nickel over two metal sites of differing coordination geometry in NiFe2PO42 sarcopside has been investigated by resonant Xray and timeofflight neutron powder diffraction,differing coordination geometry,investigated by,neutron powder diffraction,investigate,"{'enquire', 'investigate', 'inquire'}",2,81,differ:1:coordination:0:geometry,neutron:0:powder:1:diffraction,,11
10.1107/S056773948000191X,A neutron diffraction study of DebyeWaller factors has been performed on ThC and ThC077 powder samples at 4 and 250 K on the highresolution diffractometers D1A and D1B of HFR Grenoble 25 diffraction lines were resolved and analysed with wavelength  lambda  ,neutron diffraction,been,powder samples,be,"{'equal', 'be', 'constitute', 'comprise', 'exist', 'embody', 'represent', 'personify'}",1,67,neutron:0:diffraction,powder:0:sample,has,11
10.1107/S056773948000191X,A neutron diffraction study of DebyeWaller factors has been performed on ThC and ThC077 powder samples at 4 and 250 K on the highresolution diffractometers D1A and D1B of HFR Grenoble 25 diffraction lines were resolved and analysed with wavelength  lambda  ,neutron diffraction,performed on,powder samples,perform,"{'do', 'perform', 'execute'}",1,67,neutron:0:diffraction,powder:0:sample,,11
10.1107/S056773948000191X,A neutron diffraction study of DebyeWaller factors has been performed on ThC and ThC077 powder samples at 4 and 250 K on the highresolution diffractometers D1A and D1B of HFR Grenoble 25 diffraction lines were resolved and analysed with wavelength  lambda  ,diffraction lines,resolved,wavelength  lambda  ,resolve,"{'resolve', 'conclude', 'solve', 'decide', 'answer', 'dissolve', 'settle', 'adjudicate', 'purpose'}",1,33,diffraction:0:line,wavelength:0:lambda,were,5
10.1107/S056773948000191X,A neutron diffraction study of DebyeWaller factors has been performed on ThC and ThC077 powder samples at 4 and 250 K on the highresolution diffractometers D1A and D1B of HFR Grenoble 25 diffraction lines were resolved and analysed with wavelength  lambda  ,diffraction lines,analysed with,wavelength  lambda  ,analyse,"{'psychoanalyze', 'dissect', 'psychoanalyse', 'examine', 'study', 'canvass', 'analyse', 'analyze', 'canvas'}",1,33,diffraction:0:line,wavelength:0:lambda,,5
10.1107/S056773948000191X,A neutron diffraction study of DebyeWaller factors has been performed on ThC and ThC077 powder samples at 4 and 250 K on the highresolution diffractometers D1A and D1B of HFR Grenoble 25 diffraction lines were resolved and analysed with wavelength  lambda  ,neutron diffraction study,been,diffraction lines,be,"{'equal', 'be', 'constitute', 'comprise', 'exist', 'embody', 'represent', 'personify'}",2,160,neutron:0:diffraction:1:study,diffraction:0:line,has,28
10.1107/S056773948000191X,A neutron diffraction study of DebyeWaller factors has been performed on ThC and ThC077 powder samples at 4 and 250 K on the highresolution diffractometers D1A and D1B of HFR Grenoble 25 diffraction lines were resolved and analysed with wavelength  lambda  ,neutron diffraction study,performed on,diffraction lines,perform,"{'do', 'perform', 'execute'}",2,160,neutron:0:diffraction:1:study,diffraction:0:line,,28
10.1107/S056773948000191X,The enhancements of the DebyeWaller factors compared to the stoichiometric case are attributed to the static distortions induced by the presence of 23 vacancies in the carbon sublattice,stoichiometric case,attributed to,static distortions,attribute,"{'attribute', 'assign', 'impute', 'ascribe'}",1,23,stoichiometric:0:case,static:0:distortion,are,4
10.1107/S056773948000191X,The meansquare static displacements of thorium and carbon atoms are found to be about 1 of the lattice parameter,thorium and carbon,found to,lattice parameter,found,"{'base', 'constitute', 'found', 'establish', 'institute', 'launch', 'plant'}",1,38,carbon:0:thorium,lattice:0:parameter,are,9
10.1107/S056773948000191X,The meansquare static displacements of thorium and carbon atoms are found to be about 1 of the lattice parameter,thorium and carbon,be about,lattice parameter,be,"{'equal', 'be', 'constitute', 'comprise', 'exist', 'embody', 'represent', 'personify'}",1,38,carbon:0:thorium,lattice:0:parameter,,9
10.1107/S056773948000191X,The meansquare static displacements of thorium and carbon atoms are found to be about 1 of the lattice parameter,thorium and carbon atoms,found to,lattice parameter,found,"{'base', 'constitute', 'found', 'establish', 'institute', 'launch', 'plant'}",2,32,carbon:0:thorium:1:atom,lattice:0:parameter,are,8
10.1107/S056773948000191X,The meansquare static displacements of thorium and carbon atoms are found to be about 1 of the lattice parameter,thorium and carbon atoms,be about,lattice parameter,be,"{'equal', 'be', 'constitute', 'comprise', 'exist', 'embody', 'represent', 'personify'}",2,32,carbon:0:thorium:1:atom,lattice:0:parameter,,8
10.1107/S0108270100013846,The reaction of 2methyl13benzothiazole mebta with mercuryII chloride in methanol in a 11 molar ratio resulted in the formation of single crystals of the title compound HgCl2C8H7NSn,molar ratio,resulted in,single crystals,result,"{'lead', 'leave', 'ensue', 'result'}",1,30,molar:0:ratio,single:0:crystal,,5
10.1107/S0108270100013846,The equatorial positions are occupied by an N atom from the ligand 2236 emsp14 8 emsp14  Aring  and two Cl atoms 2428 emsp14 3 and 2459 emsp14 3 emsp14  Aring ,equatorial positions,occupied by,N atom,occupy,"{'fill', 'engage', 'take', 'interest', 'absorb', 'busy', 'reside', 'invade', 'inhabit', 'concern', 'engross', 'worry', 'occupy'}",1,20,equatorial:0:position,n:0:atom,are,4
10.1107/S0108270100013846,The equatorial positions are occupied by an N atom from the ligand 2236 emsp14 8 emsp14  Aring  and two Cl atoms 2428 emsp14 3 and 2459 emsp14 3 emsp14  Aring ,equatorial positions,occupied by,N atom from the ligand,occupy,"{'fill', 'engage', 'take', 'interest', 'absorb', 'busy', 'reside', 'invade', 'inhabit', 'concern', 'engross', 'worry', 'occupy'}",2,20,equatorial:0:position,ligand:1:n:0:atom,are,4
10.1107/S0567739480002008,The comparison of molecular structures is facilitated by a combination of graphical and numerical techniques,comparison of molecular structures,facilitated by,graphical and numerical techniques,facilitate,"{'ease', 'help', 'alleviate', 'facilitate'}",2,36,molecular:0:structure:1:comparison,numerical:0:graphical:1:technique,is,6
10.1107/S0567739480002008,The comparison of molecular structures is facilitated by a combination of graphical and numerical techniques,comparison of molecular structures,facilitated by,combination of graphical and numerical techniques,facilitate,"{'ease', 'help', 'alleviate', 'facilitate'}",3,21,molecular:0:structure:1:comparison,numerical:0:graphical:1:technique:2:combination,is,4
10.1107/S0567739480002008,Conversion to a molecular reference frame makes the linear relationships between the molecules or fragments easily visualized and can be used to produce diagrams clearly displaying the molecular similarities and differences,reference frame,makes,linear relationships,make,"{'produce', 'draw', 'make', 'stimulate', 'create', 'cause', 'do', 'induce'}",1,11,reference:0:frame,linear:0:relationship,,2
10.1107/S0567739480002008,Conversion to a molecular reference frame makes the linear relationships between the molecules or fragments easily visualized and can be used to produce diagrams clearly displaying the molecular similarities and differences,molecules or fragments,used to,molecular similarities and differences,use,"{'practice', 'expend', 'utilize', 'habituate', 'use', 'employ', 'apply', 'utilise'}",1,78,fragment:0:molecule,difference:0:molecular:0:similarity,be,12
10.1107/S0567739480002008,Conversion to a molecular reference frame makes the linear relationships between the molecules or fragments easily visualized and can be used to produce diagrams clearly displaying the molecular similarities and differences,molecules or fragments,produce,molecular similarities and differences,produce,"{'acquire', 'produce', 'make', 'develop', 'create', 'raise', 'farm', 'grow'}",1,78,fragment:0:molecule,difference:0:molecular:0:similarity,,12
10.1107/S0567739480002008,Conversion to a molecular reference frame makes the linear relationships between the molecules or fragments easily visualized and can be used to produce diagrams clearly displaying the molecular similarities and differences,molecular reference frame,makes,linear relationships,make,"{'produce', 'draw', 'make', 'stimulate', 'create', 'cause', 'do', 'induce'}",2,11,molecular:1:reference:0:frame,linear:0:relationship,,2
10.1107/S0567739480002008,Conversion to a molecular reference frame makes the linear relationships between the molecules or fragments easily visualized and can be used to produce diagrams clearly displaying the molecular similarities and differences,molecules or fragments easily visualized,used to,molecular similarities and differences,use,"{'practice', 'expend', 'utilize', 'habituate', 'use', 'employ', 'apply', 'utilise'}",2,60,easily:0:visualize:1:fragment:0:molecule,difference:0:molecular:0:similarity,be,10
10.1107/S0567739480002008,Conversion to a molecular reference frame makes the linear relationships between the molecules or fragments easily visualized and can be used to produce diagrams clearly displaying the molecular similarities and differences,molecules or fragments easily visualized,produce,molecular similarities and differences,produce,"{'acquire', 'produce', 'make', 'develop', 'create', 'raise', 'farm', 'grow'}",2,60,easily:0:visualize:1:fragment:0:molecule,difference:0:molecular:0:similarity,,10
10.1107/S0567739480002008,Conversion to a molecular reference frame makes the linear relationships between the molecules or fragments easily visualized and can be used to produce diagrams clearly displaying the molecular similarities and differences,Conversion to a molecular reference frame,makes,linear relationships between the molecules or fragments easily visualized,make,"{'produce', 'draw', 'make', 'stimulate', 'create', 'cause', 'do', 'induce'}",3,11,molecular:1:reference:0:frame:2:conversion,easily:0:visualize:1:fragment:0:molecule:2:linear:0:relationship,,2
10.1107/S0567739480002008,Conversion to a molecular reference frame makes the linear relationships between the molecules or fragments easily visualized and can be used to produce diagrams clearly displaying the molecular similarities and differences,linear relationships between the molecules or fragments easily visualized,used to,diagrams clearly displaying the molecular similarities and differences,use,"{'practice', 'expend', 'utilize', 'habituate', 'use', 'employ', 'apply', 'utilise'}",3,28,easily:0:visualize:1:fragment:0:molecule:2:linear:0:relationship,difference:0:molecular:0:similarity:1:clearly:0:display:2:diagram,be,6
