10.1107/S160053681000228X,Further consolidation of the crystal structure is accomplished by extensive O mdash H,Further consolidation of the crystal structure,crystal:0:structure:1:further:0:consolidation,accomplished,extensive O mdash H,extensive:2:o:1:mdash:0:h,3,20,3,is
10.1107/S0021889809023589,The apical bond length shows sigmoidal dependence on the magnitude of distortion and is also dependent on the kind of distortion squarepyramidal or tetrahedral,sigmoidal dependence on the magnitude of distortion,distortion:0:magnitude:1:sigmoidal:0:dependence,is,kind of distortion,distortion:0:kind,2,30,6,
10.1107/S0021889813027453,Structural anisotropy for example texture may govern important physical properties of thin film such as electrical magnetic andor mechanical ones,for example texture,texture:0:example,govern,physical properties,physical:0:property,1,22,3,
10.1107/S0021889813027453,Structural anisotropy for example texture may govern important physical properties of thin film such as electrical magnetic andor mechanical ones,for example texture,texture:0:example,govern,important physical properties,important:1:physical:0:property,2,12,2,
10.1107/S0021889813027453,Texture orientation information is typically observed and quantified by the measurement of socalled pole figures,orientation information,orientation:0:information,is,pole figures,pole:0:figure,1,69,10,
10.1107/S0021889813027453,Texture orientation information is typically observed and quantified by the measurement of socalled pole figures,orientation information,orientation:0:information,quantified,pole figures,pole:0:figure,1,69,10,
10.1107/S0021889813027453,Using an Xray pixel area detector and synchrotron radiation sources a complete pole figure with resolutions adapted for metallic textured thin films typically of the order of a few degrees can be measured in time intervals as short as one minute,order of a few degrees,degree:0:order,measured,time intervals,time:0:interval,1,20,4,be
10.1107/S0021889813027453,Using an Xray pixel area detector and synchrotron radiation sources a complete pole figure with resolutions adapted for metallic textured thin films typically of the order of a few degrees can be measured in time intervals as short as one minute,order of a few degrees,degree:0:order,measured,time intervals as short as one minute,minute:0:short:1:time:0:interval,2,20,4,be
10.1107/S0021889813027453,The necessary corrections enabling complete pole figure retrieval from the experimental data using this optimized approach are provided and discussed,experimental data,experimental:0:datum,using,optimized approach,optimize:0:approach,1,12,2,
10.1107/S0021889813027453,A gain in measuring time by up to two orders of magnitude is found with respect to the use of a point detector classical approach under the same experimental conditions,up to two orders of magnitude,magnitude:0:order,found,point detector,point:0:detector,1,39,9,is
10.1107/S0108270104000186,It forms linear chains built up around a 21 axis and is isostructural with the known bipyridine homologue,linear chains,linear:0:chain,is,bipyridine homologue,bipyridine:0:homologue,1,63,12,
10.1107/S0108270104000186,It forms linear chains built up around a 21 axis and is isostructural with the known bipyridine homologue,linear chains built up around a 21 axis,axis:0:build:1:linear:0:chain,is,known bipyridine homologue,know:1:bipyridine:0:homologue,2,31,5,
10.1107/S0907444999010689,The CCD detector offers a sensitive detection system well suited for diffraction analysis and compared with other detectors on the market a relatively rapid system for readout of the collected image,diffraction analysis,diffraction:0:analysis,compared,other detectors on the market,market:0:detector,1,19,3,
10.1107/S0907444999010689,The CCD detector offers a sensitive detection system well suited for diffraction analysis and compared with other detectors on the market a relatively rapid system for readout of the collected image,a sensitive detection system well suited for diffraction analysis,diffraction:0:analysis:1:suit:2:sensitive:1:detection:0:system,compared,other detectors on the market,market:0:detector,3,19,3,
10.1107/S0907444999010689,The two predominant markets for the CCD detector have been those in which relatively short exposure times are used ie smallmolecule Xray diffraction and largemolecule crystallography at highintensity synchrotron sources,predominant markets,predominant:0:market,been,synchrotron sources,synchrotron:0:source,1,173,24,have
10.1107/S0907444999010689,The two predominant markets for the CCD detector have been those in which relatively short exposure times are used ie smallmolecule Xray diffraction and largemolecule crystallography at highintensity synchrotron sources,predominant markets,predominant:0:market,used,synchrotron sources,synchrotron:0:source,1,173,24,are
10.1107/S0907444999010689,The two predominant markets for the CCD detector have been those in which relatively short exposure times are used ie smallmolecule Xray diffraction and largemolecule crystallography at highintensity synchrotron sources,two predominant markets for the CCD detector,ccd:0:detector:1:predominant:0:market,been,relatively short exposure,relatively:0:short:1:exposure,2,26,5,have
10.1107/S0907444999010689,The two predominant markets for the CCD detector have been those in which relatively short exposure times are used ie smallmolecule Xray diffraction and largemolecule crystallography at highintensity synchrotron sources,relatively short exposure,relatively:0:short:1:exposure,used,synchrotron sources,synchrotron:0:source,2,101,12,are
10.1107/S0907444999010689,The two predominant markets for the CCD detector have been those in which relatively short exposure times are used ie smallmolecule Xray diffraction and largemolecule crystallography at highintensity synchrotron sources,two predominant markets for the CCD detector,ccd:0:detector:1:predominant:0:market,been,relatively short exposure times,relatively:0:short:1:exposure:2:time,3,26,5,have
10.1107/S0907444999010689,Comparison of the performance of the CCD detectors with commercially available imageplate detectors shows that the CCD detectors function in a similar fashion to imageplatebased detectors,performance of the CCD detectors,ccd:0:detector:1:performance,shows,similar fashion,similar:0:fashion,2,93,13,
10.1107/S0108270104028574,The CoII ion resides on a twofold axis and is coordinated by four aqua ligands defining the basal plane and by two monodentate acesulfamate ligands via their ring N atoms in the axial positions,twofold axis,twofold:0:axis,coordinated,four aqua ligands,aqua:0:ligand,1,23,4,is
10.1107/S0108270104028574,The CoII ion resides on a twofold axis and is coordinated by four aqua ligands defining the basal plane and by two monodentate acesulfamate ligands via their ring N atoms in the axial positions,twofold axis,twofold:0:axis,coordinated,by four aqua ligands defining the basal plane and by two monodentate acesulfamate ligands,monodentate:0:acesulfamate:1:ligand:2:basal:0:plane:1:define:2:aqua:0:ligand,3,20,3,is
10.1107/S2056989016002620,In each case the carbonylgroup O atom lies close to the indolering plane and points towards the benzene ring,O atom,o:0:atom,lies,benzene ring,benzene:0:ring,1,59,10,
10.1107/S2056989016002620,The dihedral angles between the indole ring system and 2phenyl ring for these structures are clustered in a narrow range around 65 deg ,ring system,ring:0:system,clustered,narrow range,narrow:0:range,1,58,10,are
10.1107/S2056989016002620,The dihedral angles between the indole ring system and 2phenyl ring for these structures are clustered in a narrow range around 65 deg ,dihedral angles,dihedral:0:angle,clustered,a narrow range around 65 deg,deg:1:narrow:0:range,2,87,14,are
10.1107/S2056989016002620,The dominant intermolecular interaction in each case is an N mdash H,intermolecular interaction,intermolecular:0:interaction,is,mdash H,mdash:0:h,1,22,6,
10.1107/S2056989016002620,The dominant intermolecular interaction in each case is an N mdash H,dominant intermolecular interaction,dominant:1:intermolecular:0:interaction,is,N mdash H,n:1:mdash:0:h,2,20,5,
10.1107/S2056989016002620,The dominant intermolecular interaction in each case is an N mdash H,dominant intermolecular interaction in each case,case:2:dominant:1:intermolecular:0:interaction,is,N mdash H,n:1:mdash:0:h,3,7,2,
10.1107/S1600536811042632,The molecule of the title compound C13H12N2O2 has a bent conformation with a torsion angle about the central C mdash N bond of 7255 emsp14 19 deg ,title compound,title:0:compound,has,bent conformation,bend:0:conformation,1,18,3,
10.1107/S1600536811042632,The molecule of the title compound C13H12N2O2 has a bent conformation with a torsion angle about the central C mdash N bond of 7255 emsp14 19 deg ,molecule of the title compound,title:0:compound:1:molecule,has,bent conformation,bend:0:conformation,2,18,3,
10.1107/S0021889813023728,The parameters of the model can then be relaxed to improve the fit between model and experiment,parameters of the model,model:0:parameter,relaxed,model and experiment,experiment:0:model,1,48,9,be
10.1107/S0021889813023728,The parameters of the model can then be relaxed to improve the fit between model and experiment,parameters of the model,model:0:parameter,improve,model and experiment,experiment:0:model,1,48,9,
10.1107/S0021889813023728,The parameters of the model can then be relaxed to improve the fit between model and experiment,parameters of the model,model:0:parameter,relaxed,fit between model and experiment,experiment:0:model:1:fit,2,36,7,be
10.1107/S0021889813023728,The parameters of the model can then be relaxed to improve the fit between model and experiment,parameters of the model,model:0:parameter,improve,fit between model and experiment,experiment:0:model:1:fit,2,36,7,
10.1107/S0021889813023728,To test the approach the polyCINS has been measured for polycrystalline aluminium using the MARI spectrometer ISIS because both lattice dynamical models and measured dispersion curves are available for this material,polycrystalline aluminium,polycrystalline:0:aluminium,using,MARI spectrometer,mari:0:spectrometer,1,11,2,
10.1107/S0021889813023728,To test the approach the polyCINS has been measured for polycrystalline aluminium using the MARI spectrometer ISIS because both lattice dynamical models and measured dispersion curves are available for this material,polycrystalline aluminium,polycrystalline:0:aluminium,using,lattice dynamical models,lattice:1:dynamical:0:model,2,47,7,
10.1107/S0021889813023728,To test the approach the polyCINS has been measured for polycrystalline aluminium using the MARI spectrometer ISIS because both lattice dynamical models and measured dispersion curves are available for this material,polycrystalline aluminium,polycrystalline:0:aluminium,using,lattice dynamical models and measured dispersion curves,measure:1:dispersion:0:curve:2:lattice:1:dynamical:0:model,3,47,7,
10.1107/S0021889813023728,The agreement obtained suggests that the method demonstrated should be effective in developing models for other materials where singlecrystal dispersion curves are not available,agreement obtained,obtain:0:agreement,suggests,developing models,develope:0:model,1,62,9,
10.1107/S0021889813023728,The agreement obtained suggests that the method demonstrated should be effective in developing models for other materials where singlecrystal dispersion curves are not available,agreement obtained,obtain:0:agreement,demonstrated,developing models,develope:0:model,1,62,9,
