subject,object,predicate,sentence,pred freq,sub freq,obj freq,distance,root,root freq,synonyms,sub term,obj term,level,doc ID
molecular structure,average deviation,are in,The leastsquares plane through the  ndash SC7H6SS ndash  bridge nearly bisects the molecular structure except for the two FeCO3 units all atoms are in this plane with an average deviation from the plane of 0028 emsp14 3 emsp14  Aring ,16,6,1,68,be,307,"{'be', 'represent', 'equal', 'embody', 'constitute', 'personify', 'exist', 'comprise'}",molecular:0:structure,average:0:deviation,1,10.1107/S1600536813009860
molecular structure,mdash H,features,The molecular structure features intramolecular N mdash H,18,6,121,27,feature,19,"{'sport', 'feature', 'boast', 'have'}",molecular:0:structure,mdash:0:h,1,10.1107/S1600536813010386
inversion centre,N atoms,is coordinated by,The CdII atom is situated on an inversion centre and is coordinated by two N atoms from two L ligands and by four water O atoms in a distorted octahedral geometry,43,6,18,27,coordinate,62,"{'coordinate', 'organise', 'organize', 'align', 'ordinate'}",inversion:0:centre,n:0:atom,1,10.1107/S1600536813010441
O interactions,crystal packing,consolidates,O interactions consolidates the crystal packing linking the poymeric chains into a threedimensional structure,1,5,9,18,consolidate,9,{'consolidate'},o:0:interaction,crystal:0:pack,1,10.1107/S1600536813010441
crystal packing,poymeric chains,linking,O interactions consolidates the crystal packing linking the poymeric chains into a threedimensional structure,4,36,1,13,link,102,"{'relate', 'associate', 'colligate', 'yoke', 'join', 'unite', 'tie', 'link', 'connect'}",crystal:0:pack,poymeric:0:chain,1,10.1107/S1600536813010441
C atom,ring plane,is displaced by,The methyl C atom trans to the NO3 group is displaced by  minus 0512 emsp14 3 emsp14  Aring  from the ring plane whereas the two orthomethyl C atoms are displaced by 0239 emsp14 3 and 0178 emsp14 3 emsp14  Aring ,1,3,1,85,displace,7,"{'dislodge', 'displace', 'dislocate', 'uproot', 'move', 'bump', 'deracinate'}",c:0:atom,ring:0:plane,1,10.1107/S1600536813007484
solvothermal conditions,pure dien,by reacting,Yellow crystals of the title compound Mndien2Sb4S7 middot 05H2O dien  diethylenetriamine  C4H13N3 were synthesized under solvothermal conditions by reacting MnSb2S4 with pure dien,2,1,1,26,react,2,"{'respond', 'react', 'oppose'}",solvothermal:0:condition,pure:0:dien,1,10.1107/S1600536803027983
carbonic anhydrase,high completeness,were solved with,The molecular structures of the acetate complexes of wildtype human carbonic anhydrase II HCAII and of E106Q mutant human carbonic anhydrase II were solved with high completeness 89 ndash 91 to 21 and 19 emsp14  Aring  resolution respectively,1,1,1,75,solve,15,"{'lick', 'solve', 'resolve'}",carbonic:0:anhydrase,high:0:completeness,1,10.1107/S0907444993009667
O atom,O gamma 1,is within,In the mutant but not in the wildtype complex a carboxylate O atom is within hydrogenbond distance of Thr199 O gamma 1,1,6,1,43,be,307,"{'be', 'represent', 'equal', 'embody', 'constitute', 'personify', 'exist', 'comprise'}",o:0:atom,o:0:gamma,1,10.1107/S0907444993009667
inverted counterpart,functional theory,are compared with,The crystallographically observed molecular structure of the title compound C19H17NO and its inverted counterpart are compared with that calculated by density functional theory DFT at the B3LYP6311Gdp level,4,2,2,46,compare,38,"{'compare', 'equate', 'liken'}",invert:0:counterpart,functional:0:theory,1,10.1107/S0108270108003466
inverted counterpart,functional theory,calculated by,The crystallographically observed molecular structure of the title compound C19H17NO and its inverted counterpart are compared with that calculated by density functional theory DFT at the B3LYP6311Gdp level,2,2,2,46,calculate,16,"{'aim', 'cypher', 'depend', 'calculate', 'forecast', 'estimate', 'bet', 'count', 'compute', 'reckon', 'figure', 'account', 'cipher'}",invert:0:counterpart,functional:0:theory,1,10.1107/S0108270108003466
results from both methods,molecular conformation,suggest,The results from both methods suggest that the observed molecular conformation of the title compound is primarily determined by intermolecular interactions in the crystal structure,8,1,5,27,suggest,35,"{'hint', 'indicate', 'intimate', 'evoke', 'propose', 'suggest', 'advise'}",method:0:result,molecular:0:conformation,1,10.1107/S0108270108003466
molecular conformation,intermolecular interactions,determined by,The results from both methods suggest that the observed molecular conformation of the title compound is primarily determined by intermolecular interactions in the crystal structure,8,6,2,50,determine,65,"{'limit', 'settle', 'ascertain', 'determine', 'find', 'set', 'see', 'specify', 'regulate', 'watch', 'mold', 'learn', 'fix', 'shape', 'influence', 'decide'}",molecular:0:conformation,intermolecular:0:interaction,1,10.1107/S0108270108003466
observed molecular conformation,intermolecular interactions in the crystal structure,determined by,The results from both methods suggest that the observed molecular conformation of the title compound is primarily determined by intermolecular interactions in the crystal structure,8,1,1,50,determine,65,"{'limit', 'settle', 'ascertain', 'determine', 'find', 'set', 'see', 'specify', 'regulate', 'watch', 'mold', 'learn', 'fix', 'shape', 'influence', 'decide'}",observe:1:molecular:0:conformation,crystal:0:structure:1:intermolecular:0:interaction,2,10.1107/S0108270108003466
periodic organization,C mdash,is stabilized by,The periodic organization of the molecules is stabilized by weak C mdash H,58,1,35,40,stabilize,81,"{'stabilize', 'steady', 'stabilise', 'brace'}",periodic:0:organization,c:0:mdash,1,10.1107/S0108270108003466
periodic organization of the molecules,weak C mdash,is stabilized by,The periodic organization of the molecules is stabilized by weak C mdash H,58,1,1,18,stabilize,81,"{'stabilize', 'steady', 'stabilise', 'brace'}",molecule:1:periodic:0:organization,weak:1:c:0:mdash,2,10.1107/S0108270108003466
title molecule,C bond,has,The title molecule has a antiperiplanar conformation about the C mdash C bond in the aminoacetone bridge,96,13,3,53,have,105,"{'feature', 'give', 'let', 'get', 'receive', 'experience', 'possess', 'ingest', 'own', 'have', 'undergo', 'consume', 'hold'}",title:0:molecule,c:0:bond,1,10.1107/S0108270108003466
pyramidal geometry,vertex N,observed around,The pyramidal geometry observed around the vertex N atom is flattened by the presence of bulky phenyl and naphthylethanone fragments,1,1,1,21,observe,29,"{'find', 'observe', 'discover', 'notice', 'watch', 'keep', 'note', 'celebrate', 'honor', 'respect', 'mention', 'remark', 'honour', 'detect'}",pyramidal:0:geometry,vertex:0:n,1,10.1107/S0108270108003466
vertex N,bulky phenyl and naphthylethanone,is flattened by,The pyramidal geometry observed around the vertex N atom is flattened by the presence of bulky phenyl and naphthylethanone fragments,2,1,1,38,flatten,3,{'flatten'},vertex:0:n,naphthylethanone:0:bulky:0:phenyl,1,10.1107/S0108270108003466
vertex N atom,bulky phenyl and naphthylethanone fragments,is flattened by,The pyramidal geometry observed around the vertex N atom is flattened by the presence of bulky phenyl and naphthylethanone fragments,2,1,1,33,flatten,3,{'flatten'},vertex:0:n:1:atom,fragment:1:naphthylethanone:0:bulky:0:phenyl,2,10.1107/S0108270108003466
tetrahedral phosphorus,mdash H,are linked by,Adjacent molecules of the title compound alternative name phosphoric bis4methylbenzamide dimethylamide C16H22N3OP with tetrahedral phosphorus are linked by twin N mdash H,30,1,121,22,link,102,"{'relate', 'associate', 'colligate', 'yoke', 'join', 'unite', 'tie', 'link', 'connect'}",tetrahedral:0:phosphoru,mdash:0:h,1,10.1107/S1600536802001587
Adjacent molecules of the title compound,N mdash H,are linked by,Adjacent molecules of the title compound alternative name phosphoric bis4methylbenzamide dimethylamide C16H22N3OP with tetrahedral phosphorus are linked by twin N mdash H,30,1,16,121,link,102,"{'relate', 'associate', 'colligate', 'yoke', 'join', 'unite', 'tie', 'link', 'connect'}",title:0:compound:1:adjacent:0:molecule,n:1:mdash:0:h,2,10.1107/S1600536802001587
diyttrium heptaoxodisilicate,centrosymmetric space,has been,A new form of Y2Si2O7 diyttrium heptaoxodisilicate has been synthesized which is isotypic with thortveitite Sc2Si2O7 and crystallizes in the centrosymmetric space group C2m both at 100 and 280 emsp14 K,95,2,4,91,be,307,"{'be', 'represent', 'equal', 'embody', 'constitute', 'personify', 'exist', 'comprise'}",diyttrium:0:heptaoxodisilicate,centrosymmetric:0:space,1,10.1107/S0108270103018869
diyttrium heptaoxodisilicate,centrosymmetric space,synthesized,A new form of Y2Si2O7 diyttrium heptaoxodisilicate has been synthesized which is isotypic with thortveitite Sc2Si2O7 and crystallizes in the centrosymmetric space group C2m both at 100 and 280 emsp14 K,5,2,4,91,synthesize,13,"{'synthesise', 'synthesize'}",diyttrium:0:heptaoxodisilicate,centrosymmetric:0:space,1,10.1107/S0108270103018869
Si2O7 pyrosilicate group,anisotropic displacement,shows,The bridging O atom of the Si2O7 pyrosilicate group shows a large anisotropic displacement perpendicular to the Si mdash O bond,33,1,1,15,show,95,"{'indicate', 'display', 'show', 'shew', 'demonstrate', 'express', 'render', 'demo', 'testify', 'point', 'depict', 'prove', 'evidence', 'picture', 'present', 'exhibit', 'evince', 'reveal', 'establish'}",pyrosilicate:0:group,anisotropic:0:displacement,1,10.1107/S0108270103018869
bridging O atom,large anisotropic displacement,shows,The bridging O atom of the Si2O7 pyrosilicate group shows a large anisotropic displacement perpendicular to the Si mdash O bond,33,1,1,41,show,95,"{'indicate', 'display', 'show', 'shew', 'demonstrate', 'express', 'render', 'demo', 'testify', 'point', 'depict', 'prove', 'evidence', 'picture', 'present', 'exhibit', 'evince', 'reveal', 'establish'}",bridge:1:o:0:atom,large:1:anisotropic:0:displacement,2,10.1107/S0108270103018869
bridging O atom of the Si2O7 pyrosilicate group,large anisotropic displacement perpendicular,shows,The bridging O atom of the Si2O7 pyrosilicate group shows a large anisotropic displacement perpendicular to the Si mdash O bond,33,1,1,9,show,95,"{'indicate', 'display', 'show', 'shew', 'demonstrate', 'express', 'render', 'demo', 'testify', 'point', 'depict', 'prove', 'evidence', 'picture', 'present', 'exhibit', 'evince', 'reveal', 'establish'}",pyrosilicate:0:group:2:bridge:1:o:0:atom,large:1:anisotropic:0:displacement:2:perpendicular,3,10.1107/S0108270103018869
space group,structure model,but do,Structure solution and refinement in the noncentrosymmetric space group C2 are possible but do not yield a significantly different structure model,1,4,2,60,do,32,"{'make', 'act', 'execute', 'behave', 'answer', 'perform', 'do', 'suffice', 'practise', 'practice', 'cause', 'fare', 'exercise'}",space:0:group,structure:0:model,1,10.1107/S0108270103018869
space group,structure model,yield,Structure solution and refinement in the noncentrosymmetric space group C2 are possible but do not yield a significantly different structure model,2,4,2,60,yield,12,"{'give', 'afford', 'soften', 'concede', 'generate', 'cede', 'render', 'yield', 'grant', 'succumb', 'relent'}",space:0:group,structure:0:model,1,10.1107/S0108270103018869
agonists and antagonists,weak agonist,being,Modifications of the piperidine Nsubstituent can produce both agonists and antagonists with the title compound being a weak agonist,9,1,1,33,be,307,"{'be', 'represent', 'equal', 'embody', 'constitute', 'personify', 'exist', 'comprise'}",antagonist:0:agonist,weak:0:agonist,1,10.1107/S1600536804008682
proton transfer,acid group,occurs from,In the title compound 2C8H18NO3 middot 2C7H6NO2 minus  middot 3H2O proton transfer occurs from the carboxylic acid group of the 4aminobenzoic acid PABA molecule to the amine group of the macrocycle resulting in the formation of a saltlike adduct,2,1,1,28,occur,12,"{'hap', 'happen', 'occur', 'pass'}",proton:0:transfer,acid:0:group,1,10.1107/S0108270105040667
middot 2C7H6NO2 minus  middot 3H2O,carboxylic acid group,occurs from,In the title compound 2C8H18NO3 middot 2C7H6NO2 minus  middot 3H2O proton transfer occurs from the carboxylic acid group of the 4aminobenzoic acid PABA molecule to the amine group of the macrocycle resulting in the formation of a saltlike adduct,2,1,1,33,occur,12,"{'hap', 'happen', 'occur', 'pass'}",middot:0:minus:1:middot,carboxylic:1:acid:0:group,2,10.1107/S0108270105040667
molecule and the packing,rotational symmetry,have approximate,In the monoclinic  delta  polymorph of Dmannitol C6H14O6 both the molecule and the packing have approximate twofold rotational symmetry,1,1,3,26,approximate,4,"{'approximate', 'judge', 'guess', 'estimate', 'gauge'}",pack:0:molecule,rotational:0:symmetry,1,10.1107/S0108270103018961
prime  polymorph,delta  polymorph,reported in,The P21 structure thus approximates space group C2221 and the  alpha  prime  polymorph previously reported in that space group is almost certainly identical to the  delta  polymorph,1,1,1,79,report,13,"{'account', 'cover', 'report', 'describe'}",prime:0:polymorph,delta:0:polymorph,1,10.1107/S0108270103018961
tensor properties,principal symmetry,solved for,The first part of the paper emphasizes that the problem of the effect of the rotational symmetry of crystals on their tensor properties is completely solved for the groups of 1 2 and 4fold principal symmetry since simple general formulas can be given which provide the schemes of a polar or axial general tensor of any rank in these groups thus yielding a closedform solution,1,1,1,54,solve,15,"{'lick', 'solve', 'resolve'}",tensor:0:property,principal:0:symmetry,1,10.1107/S0567739480001209
