subject,object,predicate,sentence,pred freq,sub freq,obj freq,char dist,word dist,stem,stem freq,synonyms,pred term,sub term,obj term,level,doc ID,changes
title compound,sodium dicyanamide,by reacting,Brightblue crystals of the centrosymmetric title compound CuC2N32C11H6N2O2 were obtained by reacting copperII chloride with 45diazafluoren9one dafo and sodium dicyanamide,2,304,2,95,11,react,2,"{'oppose', 'respond', 'react'}",by reacting,title:0:compound,sodium:0:dicyanamide,1,10.1107/S1600536804008876,prefix: by
dicyanamide and dafo,Cu atom,are bonded to,Xray diffraction analysis reveals that the dicyanamide and dafo ligands are bonded to the Cu atom to give a distorted octahedral geometry,6,1,2,27,5,bond,15,"{'tie', 'stick', 'attach', 'bond', 'bind', 'adhere'}",are:0:bonded to,dafo:0:dicyanamide,cu:0:atom,1,10.1107/S1600536804008876,"conjugated with: are, postfix: to"
Cu atom,octahedral geometry,to give,Xray diffraction analysis reveals that the dicyanamide and dafo ligands are bonded to the Cu atom to give a distorted octahedral geometry,8,10,6,21,4,give,80,"{'have', 'yield', 'gift', 'pay', 'give', 'hold', 'afford', 'throw', 'present'}",to give,cu:0:atom,octahedral:0:geometry,1,10.1107/S1600536804008876,prefix: to
dicyanamide and dafo ligands,Cu atom,are bonded to,Xray diffraction analysis reveals that the dicyanamide and dafo ligands are bonded to the Cu atom to give a distorted octahedral geometry,6,1,2,19,4,bond,15,"{'tie', 'stick', 'attach', 'bond', 'bind', 'adhere'}",are:0:bonded to,ligand:1:dafo:0:dicyanamide,cu:0:atom,2,10.1107/S1600536804008876,"conjugated with: are, postfix: to"
Cu atom,distorted octahedral geometry,to give,Xray diffraction analysis reveals that the dicyanamide and dafo ligands are bonded to the Cu atom to give a distorted octahedral geometry,8,10,3,11,3,give,80,"{'have', 'yield', 'gift', 'pay', 'give', 'hold', 'afford', 'throw', 'present'}",to give,cu:0:atom,distort:1:octahedral:0:geometry,2,10.1107/S1600536804008876,prefix: to
dicyanamide anions,trans postitions,bonded in,The dicyanamide anions are terminally bonded in trans postitions,5,1,1,26,4,bond,15,"{'tie', 'stick', 'attach', 'bond', 'bind', 'adhere'}",bonded in,dicyanamide:0:anion,tran:0:postition,1,10.1107/S1600536804008876,postfix: in
N interactions,crystal packing,help to,N interactions help to define the crystal packing,9,4,14,20,4,help,20,"{'serve', 'assist', 'help', 'aid', 'avail', 'facilitate'}",help to,n:0:interaction,crystal:0:pack,1,10.1107/S1600536802001630,postfix: to
N interactions,crystal packing,to define,N interactions help to define the crystal packing,5,4,14,20,4,define,19,"{'delimitate', 'delimit', 'define', 'specify', 'delineate'}",to define,n:0:interaction,crystal:0:pack,1,10.1107/S1600536802001630,prefix: to
title compound,mirror plane,are located on,The Cu atom the Cl atom and one of the pyridyl rings of the title compound CuClC5H5N3 are located on a crystallographic mirror plane,18,304,2,46,6,locate,34,"{'site', 'place', 'locate', 'settle', 'situate'}",are:0:located on,title:0:compound,mirror:0:plane,1,10.1107/S1600536802001630,"conjugated with: are, postfix: on"
pyridyl rings of the title compound,crystallographic mirror plane,are located on,The Cu atom the Cl atom and one of the pyridyl rings of the title compound CuClC5H5N3 are located on a crystallographic mirror plane,18,1,2,29,5,locate,34,"{'site', 'place', 'locate', 'settle', 'situate'}",are:0:located on,title:0:compound:1:pyridyl:0:ring,crystallographic:1:mirror:0:plane,2,10.1107/S1600536802001630,"conjugated with: are, postfix: on"
Cl atom and one of the pyridyl rings of the title compound,crystallographic mirror plane,are located on,The Cu atom the Cl atom and one of the pyridyl rings of the title compound CuClC5H5N3 are located on a crystallographic mirror plane,18,1,2,29,5,locate,34,"{'site', 'place', 'locate', 'settle', 'situate'}",are:0:located on,title:0:compound:1:pyridyl:0:ring:2:cl:0:atom,crystallographic:1:mirror:0:plane,3,10.1107/S1600536802001630,"conjugated with: are, postfix: on"
Geometric parameters,unusual values,do,Geometric parameters do not show unusual values,9,2,2,13,3,do,46,"{'suffice', 'fare', 'answer', 'behave', 'perform', 'make', 'practise', 'practice', 'execute', 'exercise', 'do', 'act', 'cause'}",do,geometric:0:parameter,unusual:0:value,1,10.1107/S2053230X15011085,
Geometric parameters,unusual values,show,Geometric parameters do not show unusual values,44,2,2,13,3,show,150,"{'demonstrate', 'evidence', 'point', 'present', 'establish', 'picture', 'indicate', 'reveal', 'display', 'show', 'shew', 'evince', 'depict', 'render', 'express', 'demo', 'prove', 'testify', 'exhibit'}",show,geometric:0:parameter,unusual:0:value,1,10.1107/S2053230X15011085,
Diffraction data,emsp14  Aring  resolution,were collected to,Diffraction data were collected to 240 emsp14  Aring  resolution using synchrotron radiation,12,6,48,23,4,collect,34,"{'garner', 'gather', 'amass', 'collect', 'hoard', 'compile', 'accumulate'}",were:0:collected to,diffraction:0:datum,aring:0:resolution,1,10.1107/S2053230X15011085,"conjugated with: were, postfix: to"
emsp14  Aring  resolution,synchrotron radiation,using,Diffraction data were collected to 240 emsp14  Aring  resolution using synchrotron radiation,198,22,15,7,1,use,319,"{'utilise', 'use', 'habituate', 'apply', 'employ', 'practice', 'expend', 'utilize'}",using,aring:0:resolution,synchrotron:0:radiation,1,10.1107/S2053230X15011085,
Diffraction data,emsp14  Aring  resolution using synchrotron radiation,were collected to,Diffraction data were collected to 240 emsp14  Aring  resolution using synchrotron radiation,12,6,1,23,4,collect,34,"{'garner', 'gather', 'amass', 'collect', 'hoard', 'compile', 'accumulate'}",were:0:collected to,diffraction:0:datum,synchrotron:0:radiation:1:aring:0:resolution,2,10.1107/S2053230X15011085,"conjugated with: were, postfix: to"
differences between the two polymorphs,individual ions,are related to,The differences between the two polymorphs are related to the way the individual ions closepack within the unit cell,8,1,1,28,6,relate,11,"{'concern', 'colligate', 'connect', 'interrelate', 'associate', 'link', 'touch', 'refer', 'relate', 'pertain'}",are:0:related to,polymorph:0:difference,individual:0:ion,1,10.1107/S1600536803024656,"conjugated with: are, postfix: to"
title complex,Godycki  amp  ,determined by,The crystal structure of the title complex NiC4H7N2O22 was first determined by Godycki  amp  Rundle Acta Cryst,26,19,2,37,5,determine,108,"{'ascertain', 'limit', 'decide', 'influence', 'see', 'determine', 'watch', 'mold', 'set', 'shape', 'learn', 'fix', 'specify', 'find', 'settle', 'regulate'}",determined by,title:0:complex,godycki:0:amp,1,10.1107/S1600536803024656,postfix: by
crystal structure of the title complex,Godycki  amp  ,determined by,The crystal structure of the title complex NiC4H7N2O22 was first determined by Godycki  amp  Rundle Acta Cryst,26,3,2,37,5,determine,108,"{'ascertain', 'limit', 'decide', 'influence', 'see', 'determine', 'watch', 'mold', 'set', 'shape', 'learn', 'fix', 'specify', 'find', 'settle', 'regulate'}",determined by,title:0:complex:1:crystal:0:structure,godycki:0:amp,2,10.1107/S1600536803024656,postfix: by
current study,purification and crystallization,reports,The current study reports the expression purification and crystallization of VatD Crystals of both apo VatD and a VatD ndash desferrioxamine B ndash Fe3 VatD ndash FOB complex were obtained,2,2,1,24,3,report,22,"{'cover', 'report', 'account', 'describe'}",reports,current:0:study,crystallization:0:purification,1,10.1107/S2053230X15011759,
current study,both apo VatD and a VatD ndash desferrioxamine B ndash Fe3,reports,The current study reports the expression purification and crystallization of VatD Crystals of both apo VatD and a VatD ndash desferrioxamine B ndash Fe3 VatD ndash FOB complex were obtained,2,2,1,77,10,report,22,"{'cover', 'report', 'account', 'describe'}",reports,current:0:study,vatd:0:ndash:0:desferrioxamine:1:b:0:ndash:1:apo:0:vatd,2,10.1107/S2053230X15011759,
crystal of apo VatD,space group,belonged to,The crystal of apo VatD belonged to space group P6422 while the crystal of the VatD ndash FOB complex belonged to space group P21,14,2,26,13,2,belong,23,"{'dwell', 'consist', 'lie', 'belong'}",belonged to,apo:0:vatd:1:crystal,space:0:group,2,10.1107/S2053230X15011759,postfix: to
crystal of apo VatD,space group,belonged to,The crystal of apo VatD belonged to space group P6422 while the crystal of the VatD ndash FOB complex belonged to space group P21,14,2,26,13,2,belong,23,"{'dwell', 'consist', 'lie', 'belong'}",belonged to,apo:0:vatd:1:crystal,space:0:group,2,10.1107/S2053230X15011759,postfix: to
crystal forms,binding of FOB,be caused by,The difference in the two crystal forms could be caused by the binding of FOB to VatD,2,5,2,24,5,cause,14,"{'stimulate', 'induce', 'make', 'do', 'cause'}",be:0:caused by,crystal:0:form,fob:0:bind,1,10.1107/S1600536801000484,"conjugated with: be, postfix: by"
difference in the two crystal forms,binding of FOB,be caused by,The difference in the two crystal forms could be caused by the binding of FOB to VatD,2,1,2,24,5,cause,14,"{'stimulate', 'induce', 'make', 'do', 'cause'}",be:0:caused by,crystal:0:form:1:difference,fob:0:bind,2,10.1107/S1600536801000484,"conjugated with: be, postfix: by"
carbonyl group,C mdash,is in,The diene is in conjugation with the carbonyl group and the latter is involved in a weak intermolecular C mdash H,54,2,40,53,9,be,301,"{'comprise', 'represent', 'be', 'personify', 'exist', 'constitute', 'embody', 'equal'}",is in,carbonyl:0:group,c:0:mdash,1,10.1107/S1600536801000484,postfix: in
carbonyl group,C mdash,is in,The diene is in conjugation with the carbonyl group and the latter is involved in a weak intermolecular C mdash H,54,2,40,53,9,be,301,"{'comprise', 'represent', 'be', 'personify', 'exist', 'constitute', 'embody', 'equal'}",is in,carbonyl:0:group,c:0:mdash,1,10.1107/S1600536801000484,postfix: in
conjugation with the carbonyl group,C mdash H,is in,The diene is in conjugation with the carbonyl group and the latter is involved in a weak intermolecular C mdash H,54,2,61,53,9,be,301,"{'comprise', 'represent', 'be', 'personify', 'exist', 'constitute', 'embody', 'equal'}",is in,carbonyl:0:group:1:conjugation,c:0:mdash:1:h,2,10.1107/S1600536801000484,postfix: in
conjugation with the carbonyl group,C mdash H,is in,The diene is in conjugation with the carbonyl group and the latter is involved in a weak intermolecular C mdash H,54,2,61,53,9,be,301,"{'comprise', 'represent', 'be', 'personify', 'exist', 'constitute', 'embody', 'equal'}",is in,carbonyl:0:group:1:conjugation,c:0:mdash:1:h,2,10.1107/S1600536801000484,postfix: in
The diene is in conjugation with the carbonyl group,intermolecular C mdash H,is in,The diene is in conjugation with the carbonyl group and the latter is involved in a weak intermolecular C mdash H,54,2,22,38,8,be,301,"{'comprise', 'represent', 'be', 'personify', 'exist', 'constitute', 'embody', 'equal'}",is in,diene:2:carbonyl:0:group:1:conjugation,intermolecular:2:c:0:mdash:1:h,3,10.1107/S1600536801000484,postfix: in
The diene is in conjugation with the carbonyl group,intermolecular C mdash H,is in,The diene is in conjugation with the carbonyl group and the latter is involved in a weak intermolecular C mdash H,54,2,22,38,8,be,301,"{'comprise', 'represent', 'be', 'personify', 'exist', 'constitute', 'embody', 'equal'}",is in,diene:2:carbonyl:0:group:1:conjugation,intermolecular:2:c:0:mdash:1:h,3,10.1107/S1600536801000484,postfix: in
oxazoline ring,substitutions at the 2 and 4 positions,affected by,The planarity of the oxazoline ring is not affected by substitutions at the 2 and 4 positions,3,1,2,20,4,affect,9,"{'affect', 'sham', 'pretend', 'feign', 'impress', 'touch', 'move', 'impact', 'involve', 'strike', 'dissemble', 'regard'}",affected by,oxazoline:0:ring,position:0:substitution,1,10.1107/S160053680100109X,postfix: by
planarity of the oxazoline ring,substitutions at the 2 and 4 positions,affected by,The planarity of the oxazoline ring is not affected by substitutions at the 2 and 4 positions,3,1,2,20,4,affect,9,"{'affect', 'sham', 'pretend', 'feign', 'impress', 'touch', 'move', 'impact', 'involve', 'strike', 'dissemble', 'regard'}",affected by,oxazoline:0:ring:1:planarity,position:0:substitution,2,10.1107/S160053680100109X,postfix: by
title compound,space group,crystallizes in,The title compound 14bisdinitromethylpentacyclo420025038047octane C10H8N4O8 crystallizes in the monoclinic space group P21c,14,304,26,89,6,crystallize,68,"{'effloresce', 'crystallise', 'crystalise', 'crystallize', 'elucidate', 'illuminate', 'enlighten'}",crystallizes in,title:0:compound,space:0:group,1,10.1107/S1600536801001374,postfix: in
