subject,object,predicate,sentence,pred freq,sub freq,obj freq,char dist,word dist,root,root freq,synonyms,pred term,sub term,obj term,level,doc ID
CoIII atom,slightly distorted octahedral geometry,has,In the title compound CoC2H6NSC2H8N22NO32 the CoIII atom has a slightly distorted octahedral geometry coordinated by one 2aminoethanethiolate and two ethylenediamine ligands,165,2,1,7,2,have,175,"{'feature', 'have', 'possess', 'consume', 'undergo', 'ingest', 'get', 'give', 'experience', 'hold', 'let', 'receive', 'own'}",has,coiii:0:atom,slightly:0:distort:1:octahedral:0:geometry,2,10.1107/S0108270101002773
chelate rings,gauche conformation,adopt,The three fivemembered chelate rings adopt a gauche conformation with the unfavoured lel2ob form which is ascribed to hydrogen bonds between the amine groups in the complex cation and the nitrate counteranions NO 2900 emsp14 3 ndash 3378 emsp14 3 emsp14  Aring ,14,1,6,9,2,adopt,67,"{'borrow', 'espouse', 'follow', 'dramatise', 'dramatize', 'acquire', 'embrace', 'take', 'adopt', 'assume'}",adopt,chelate:0:ring,gauche:0:conformation,1,10.1107/S0108270101002773
title compound,independent moleules,contains,The asymmetric unit of the title compound C15H16ClNO2S contains three independent moleules,108,302,2,29,3,contain,134,"{'contain', 'stop', 'bear', 'arrest', 'control', 'curb', 'comprise', 'incorporate', 'check', 'moderate', 'hold', 'carry'}",contains,title:0:compound,independent:0:moleule,1,10.1107/S1600536811040876
asymmetric unit of the title compound,independent moleules,contains,The asymmetric unit of the title compound C15H16ClNO2S contains three independent moleules,108,16,2,29,3,contain,134,"{'contain', 'stop', 'bear', 'arrest', 'control', 'curb', 'comprise', 'incorporate', 'check', 'moderate', 'hold', 'carry'}",contains,title:0:compound:1:asymmetric:0:unit,independent:0:moleule,2,10.1107/S1600536811040876
mdash H,sulfonyl benzene,are anti,The conformation of the N mdash H bonds are anti to the orthomethyl groups of the sulfonyl benzene rings in all the molecules,3,1,1,49,9,be,474,"{'be', 'represent', 'personify', 'comprise', 'embody', 'exist', 'constitute', 'equal'}",are anti,mdash:0:h,sulfonyl:0:benzene,1,10.1107/S1600536811040876
mdash H bonds,sulfonyl benzene rings,are anti,The conformation of the N mdash H bonds are anti to the orthomethyl groups of the sulfonyl benzene rings in all the molecules,3,1,2,43,8,be,474,"{'be', 'represent', 'personify', 'comprise', 'embody', 'exist', 'constitute', 'equal'}",are anti,mdash:0:h:1:bond,sulfonyl:0:benzene:1:ring,2,10.1107/S1600536811040876
N mdash H bonds,sulfonyl benzene rings,are anti,The conformation of the N mdash H bonds are anti to the orthomethyl groups of the sulfonyl benzene rings in all the molecules,3,1,2,43,8,be,474,"{'be', 'represent', 'personify', 'comprise', 'embody', 'exist', 'constitute', 'equal'}",are anti,n:2:mdash:0:h:1:bond,sulfonyl:0:benzene:1:ring,3,10.1107/S1600536811040876
benzene rings,deg  in the three molecules,are tilted,The sulfonyl and the aniline benzene rings are tilted relative to each other by 430 emsp14 2 370 emsp14 2 and by 460 emsp14 1 deg  in the three molecules,3,11,3,84,18,tilt,11,"{'cant', 'slant', 'wobble', 'tip', 'pitch', 'angle', 'shift', 'careen', 'tilt', 'lean'}",are:0:tilted,benzene:0:ring,molecule:0:deg,1,10.1107/S1600536811040876
aniline benzene rings,deg  in the three molecules,are tilted,The sulfonyl and the aniline benzene rings are tilted relative to each other by 430 emsp14 2 370 emsp14 2 and by 460 emsp14 1 deg  in the three molecules,3,1,3,84,18,tilt,11,"{'cant', 'slant', 'wobble', 'tip', 'pitch', 'angle', 'shift', 'careen', 'tilt', 'lean'}",are:0:tilted,aniline:1:benzene:0:ring,molecule:0:deg,2,10.1107/S1600536811040876
The sulfonyl and the aniline benzene rings,deg  in the three molecules,are tilted,The sulfonyl and the aniline benzene rings are tilted relative to each other by 430 emsp14 2 370 emsp14 2 and by 460 emsp14 1 deg  in the three molecules,3,1,3,84,18,tilt,11,"{'cant', 'slant', 'wobble', 'tip', 'pitch', 'angle', 'shift', 'careen', 'tilt', 'lean'}",are:0:tilted,aniline:1:benzene:0:ring:2:sulfonyl,molecule:0:deg,3,10.1107/S1600536811040876
hydrogen bonds,centrosymmetric dimers,link,O hydrogen bonds link each of the molecules into centrosymmetric dimers,61,47,17,33,6,link,178,"{'yoke', 'join', 'tie', 'colligate', 'relate', 'associate', 'link', 'connect', 'unite'}",link,hydrogen:0:bond,centrosymmetric:0:dimer,1,10.1107/S1600536811040876
O hydrogen bonds,molecules into centrosymmetric dimers,link,O hydrogen bonds link each of the molecules into centrosymmetric dimers,61,40,1,18,4,link,178,"{'yoke', 'join', 'tie', 'colligate', 'relate', 'associate', 'link', 'connect', 'unite'}",link,o:1:hydrogen:0:bond,centrosymmetric:0:dimer:1:molecule,2,10.1107/S1600536811040876
O atoms,mean plane,are displaced by,In the title compound C23H39N3O2 the amide O atoms are displaced by 1020 emsp14 1 and 1211 emsp14 1 emsp14  Aring  from the mean plane of the central pyridine ring,6,2,5,74,14,displace,10,"{'uproot', 'displace', 'bump', 'deracinate', 'move', 'dislocate', 'dislodge'}",are:0:displaced by,o:0:atom,mean:0:plane,1,10.1107/S1600536811040608
amide O atoms,mean plane,are displaced by,In the title compound C23H39N3O2 the amide O atoms are displaced by 1020 emsp14 1 and 1211 emsp14 1 emsp14  Aring  from the mean plane of the central pyridine ring,6,2,5,74,14,displace,10,"{'uproot', 'displace', 'bump', 'deracinate', 'move', 'dislocate', 'dislodge'}",are:0:displaced by,amide:1:o:0:atom,mean:0:plane,2,10.1107/S1600536811040608
amide O atoms,mean plane of the central pyridine ring,are displaced by,In the title compound C23H39N3O2 the amide O atoms are displaced by 1020 emsp14 1 and 1211 emsp14 1 emsp14  Aring  from the mean plane of the central pyridine ring,6,2,1,74,14,displace,10,"{'uproot', 'displace', 'bump', 'deracinate', 'move', 'dislocate', 'dislodge'}",are:0:displaced by,amide:1:o:0:atom,central:1:pyridine:0:ring:2:mean:0:plane,3,10.1107/S1600536811040608
organometallic complex,RhIII atom,features,The title organometallic complex transRhC12H8NOCl2C12H9NO which was obtained from the reaction of rhodiumIII chloride and 2benzoylpyridine features an RhIII atom coordinated by two N one O one C and two Cl atoms in a distorted octahedral environment,32,1,1,119,14,feature,32,"{'feature', 'sport', 'have', 'boast'}",features,organometallic:0:complex,rhiii:0:atom,1,10.1107/S1600536805034926
hydroxyl groups,gauche conformation,has,In the title compound C17H36O2 one of the hydroxyl groups has a gauche conformation with respect to the hydrocarbon skeleton which is alltrans whereas the other has a trans conformation,165,2,6,7,2,have,175,"{'feature', 'have', 'possess', 'consume', 'undergo', 'ingest', 'get', 'give', 'experience', 'hold', 'let', 'receive', 'own'}",has,hydroxyl:0:group,gauche:0:conformation,1,10.1107/S010827010100213X
hydroxyl groups,gauche conformation,has,In the title compound C17H36O2 one of the hydroxyl groups has a gauche conformation with respect to the hydrocarbon skeleton which is alltrans whereas the other has a trans conformation,165,2,6,7,2,have,175,"{'feature', 'have', 'possess', 'consume', 'undergo', 'ingest', 'get', 'give', 'experience', 'hold', 'let', 'receive', 'own'}",has,hydroxyl:0:group,gauche:0:conformation,1,10.1107/S010827010100213X
hydrocarbon skeleton,trans conformation,has,In the title compound C17H36O2 one of the hydroxyl groups has a gauche conformation with respect to the hydrocarbon skeleton which is alltrans whereas the other has a trans conformation,165,2,6,43,8,have,175,"{'feature', 'have', 'possess', 'consume', 'undergo', 'ingest', 'get', 'give', 'experience', 'hold', 'let', 'receive', 'own'}",has,hydrocarbon:0:skeleton,trans:0:conformation,1,10.1107/S010827010100213X
hydrocarbon skeleton,trans conformation,has,In the title compound C17H36O2 one of the hydroxyl groups has a gauche conformation with respect to the hydrocarbon skeleton which is alltrans whereas the other has a trans conformation,165,2,6,43,8,have,175,"{'feature', 'have', 'possess', 'consume', 'undergo', 'ingest', 'get', 'give', 'experience', 'hold', 'let', 'receive', 'own'}",has,hydrocarbon:0:skeleton,trans:0:conformation,1,10.1107/S010827010100213X
molecular shape,rotator phase,has,The molecular shape is rodlike and the compound has a rotator phase in which molecules are assured greater motional freedom as in liquid crystals,165,1,1,35,7,have,175,"{'feature', 'have', 'possess', 'consume', 'undergo', 'ingest', 'get', 'give', 'experience', 'hold', 'let', 'receive', 'own'}",has,molecular:0:shape,rotator:0:phase,1,10.1107/S010827010100213X
adjacent molecules,mdash H,are linked by,In the crystal adjacent molecules are linked by N mdash H,50,12,128,17,4,link,178,"{'yoke', 'join', 'tie', 'colligate', 'relate', 'associate', 'link', 'connect', 'unite'}",are:0:linked by,adjacent:0:molecule,mdash:0:h,1,10.1107/S1600536811040384
adjacent molecules,N mdash H,are linked by,In the crystal adjacent molecules are linked by N mdash H,50,12,50,15,3,link,178,"{'yoke', 'join', 'tie', 'colligate', 'relate', 'associate', 'link', 'connect', 'unite'}",are:0:linked by,adjacent:0:molecule,n:1:mdash:0:h,2,10.1107/S1600536811040384
picrate anions,relative orientation,lie,In the crystal structure of the title salt C6H14N middot C6H2N3O7 minus  picrate anions lie parallel to one another with a relative orientation of nearly 120 deg ,3,3,1,36,7,lie,58,"{'belong', 'dwell', 'consist', 'lie', 'rest'}",lie,picrate:0:anion,relative:0:orientation,1,10.1107/S1600536805031375
picrate anions,relative orientation of nearly 120 deg,lie,In the crystal structure of the title salt C6H14N middot C6H2N3O7 minus  picrate anions lie parallel to one another with a relative orientation of nearly 120 deg ,3,3,1,36,7,lie,58,"{'belong', 'dwell', 'consist', 'lie', 'rest'}",lie,picrate:0:anion,nearly:0:deg:1:relative:0:orientation,2,10.1107/S1600536805031375
picrate anions,parallel to one another with a relative orientation of nearly 120 deg,lie,In the crystal structure of the title salt C6H14N middot C6H2N3O7 minus  picrate anions lie parallel to one another with a relative orientation of nearly 120 deg ,3,3,1,5,1,lie,58,"{'belong', 'dwell', 'consist', 'lie', 'rest'}",lie,picrate:0:anion,nearly:0:deg:1:relative:0:orientation:2:parallel,3,10.1107/S1600536805031375
N atom,hydrogen bonds,makes,The protonated N atom of the cation makes one linear and two bifurcated hydrogen bonds with three neighbouring picrate ions,31,3,21,51,9,make,92,"{'do', 'draw', 'make', 'induce', 'create', 'cause', 'produce', 'stimulate'}",makes,n:0:atom,hydrogen:0:bond,1,10.1107/S1600536805031375
protonated N atom,bifurcated hydrogen bonds,makes,The protonated N atom of the cation makes one linear and two bifurcated hydrogen bonds with three neighbouring picrate ions,31,1,1,40,8,make,92,"{'do', 'draw', 'make', 'induce', 'create', 'cause', 'produce', 'stimulate'}",makes,protonated:1:n:0:atom,bifurcate:1:hydrogen:0:bond,2,10.1107/S1600536805031375
protonated N atom of the cation,one linear and two bifurcated hydrogen bonds,makes,The protonated N atom of the cation makes one linear and two bifurcated hydrogen bonds with three neighbouring picrate ions,31,1,1,7,1,make,92,"{'do', 'draw', 'make', 'induce', 'create', 'cause', 'produce', 'stimulate'}",makes,cation:2:protonated:1:n:0:atom,bifurcate:1:hydrogen:0:bond:2:linear,3,10.1107/S1600536805031375
boat conformation in compound,slightly distorted boat conformation,is in,The sixmembered rings are in a boat conformation in compound I and in II one is in a halfboat and the other is in a slightly distorted boat conformation,56,2,2,56,15,be,474,"{'be', 'represent', 'personify', 'comprise', 'embody', 'exist', 'constitute', 'equal'}",is in,compound:1:boat:0:conformation,slightly:0:distort:1:boat:0:conformation,2,10.1107/S0108270101003365
boat conformation in compound,slightly distorted boat conformation,is in,The sixmembered rings are in a boat conformation in compound I and in II one is in a halfboat and the other is in a slightly distorted boat conformation,56,2,2,56,15,be,474,"{'be', 'represent', 'personify', 'comprise', 'embody', 'exist', 'constitute', 'equal'}",is in,compound:1:boat:0:conformation,slightly:0:distort:1:boat:0:conformation,2,10.1107/S0108270101003365
molecules in both compounds,hydrogen bonds,interact through,The molecules in both compounds interact through classical hydrogen bonds and C mdash H,10,3,21,28,3,interact,25,{'interact'},interact through,compound:0:molecule,hydrogen:0:bond,1,10.1107/S0108270101003365
molecules in both compounds,classical hydrogen bonds,interact through,The molecules in both compounds interact through classical hydrogen bonds and C mdash H,10,3,1,18,2,interact,25,{'interact'},interact through,compound:0:molecule,classical:1:hydrogen:0:bond,2,10.1107/S0108270101003365
molecules in both compounds,classical hydrogen bonds and C mdash H,interact through,The molecules in both compounds interact through classical hydrogen bonds and C mdash H,10,3,1,18,2,interact,25,{'interact'},interact through,compound:0:molecule,c:1:mdash:0:h:2:classical:1:hydrogen:0:bond,3,10.1107/S0108270101003365
technologies and software,reproducibility of the data,increase,Structural and functional studies require the development of sophisticated Big Data technologies and software to increase the knowledge derived and ensure reproducibility of the data,6,1,3,46,7,increase,12,{'increase'},increase,software:0:technology,datum:0:reproducibility,1,10.1107/S2052252514023306
Structural and functional studies,reproducibility of the data,require,Structural and functional studies require the development of sophisticated Big Data technologies and software to increase the knowledge derived and ensure reproducibility of the data,15,2,3,122,17,require,30,"{'need', 'expect', 'compel', 'ask', 'take', 'require', 'want', 'postulate', 'involve', 'command', 'necessitate', 'demand'}",require,functional:0:structural:1:study,datum:0:reproducibility,2,10.1107/S2052252514023306
Structural and functional studies,reproducibility of the data,increase,Structural and functional studies require the development of sophisticated Big Data technologies and software to increase the knowledge derived and ensure reproducibility of the data,6,2,3,122,17,increase,12,{'increase'},increase,functional:0:structural:1:study,datum:0:reproducibility,2,10.1107/S2052252514023306
techniques and technologies,important tools,represent,These techniques and technologies represent important tools for the transformation of crystallographic data into knowledge and information in an effort to address the problem of nonreproducibility of experimental results,7,1,1,11,1,represent,14,"{'be', 'represent', 'exemplify', 'symbolise', 'comprise', 'symbolize', 'correspond', 'constitute', 'defend', 'interpret', 'typify'}",represent,technology:0:technique,important:0:tool,1,10.1107/S2052252514023306
