"L domain and K domain" "joined" "linker region" .
"Si thin films" "have been" "scanning transmission electron microscopy" .
"knots of the B spline functions" "approximating" "size distribution function" .
"general aim of the lecture courses" "introduce" "crystallographic terminology" .
"methylene C atoms" "form" "dihedral angle" .
"packing interactions" "result in" "hydrophobic areas" .
"bond angles" "compared with" "bulky aromatic substituents" .
"cyclohexane rings" "are in" "standard chair conformations" .
"structural changes" "studied" "fetal hand" .
"Preliminary results" "are promising for" "phase problem" .
"array of mirror symmetric NEt4" "gives" "parallel channels" .
"hirudin peptide" "has" "temperature factor" .
"electron diffraction" "have been" "transmission electron" .
"hydrogen bonds" "forming" "ac plane" .
"an example scan" "using" "silicon wafer" .
"powder diffraction" "were carried" "successful application" .
"title compound" "is composed of" "independent molecules" .
"conserved proteins" "used by" "cell envelope" .
"centrosymmetric crystal" "be expressed" "specific features" .
"crystal structure determination" "does" "derivation of molecular masks or the segmentation of density" .
"Multipole refinement using harmonic atom vibrations" "lead to" "best electron density model" .
"tetradentate ligand" "is indicated by" "dihedral angle" .
"bupropion molecule" "is observed" "mdash H" .
"atom vibrations" "does" "electron density" .
"hydrogenation or dehydrogenation processes" "have developed" "situ hydrogen gas loading setup" .
"covariances of the atomic vibration components" "are taken into" "some simple form the incompatibilities vanish" .
"adjacent subunit" "seen in" "homologous proteins" .
"CuII atom" "is coordinated in" "basal plane" .
"phasing power" "allow" "absorption edge" .
"title compound" "obtained from" "methoxymethyl phenyl ether" .
"Crystals of the  alpha" "have been" "nonionic detergents" .
"emsp14 kDa protein" "belongs to" "SAICAR synthase family" .
"present method" "remove" "K alpha 2 lines of other radiations" .
"hydrogen bonds" "maintains" "crystal structure" .
"CrIII ion" "has" "octahedral coordination" .
"relative structure factor" "be determined" "intensity distributions" .
"special advantages with respect to certain features" "allow" "measurement of the orientation distribution over a large range" .
"weight estimates" "using" "Bragg ndash Brentano geometry" .
"cryocooled macromolecular crystals" "has been" "robotic sample changers" .
"Hydrophilic regions" "are generated by" "O mdash H" .
"differences between the two polymorphs" "are related to" "individual ions" .
"In atom" "is coordinated by" "Cl ligand" .
"title compound" "consists of" "acetate groups" .
"electron density" "is observed in" "vicinity of some atoms" .
"title compound" "were obtained by" "sodium dicyanamide" .
"barrel interactions" "account for" "thermal stability" .
"mdash O bond lengths" "be correlated to" "manifestation of an anomeric effect in the N" .
"Aerobic conditions" "oxidize" "coordinated ligand" .
"measured attenuation" "includes" "photoelectric absorption plus" .
"title compound" "contains" "crystallographically independent centrosymmetric polyvanadate clusters" .
"different types of atom" "experience" "single force function" .
"pi  interactions" "are observed in" "crystal structure" .
"molecular biosciences" "understanding" "structure ndash" .
"Human immunodeficiency" "been" "antiviral functions" .
"optimization screens" "rely on" "manual optimization" .
"kinematic approach" "using" "computer simulation technique" .
"ring systems" "deviate" "dihedral angles" .
"electron density" "indicated" "reason for photochromism" .
"inversion centre" "exhibits" "octahedral geometry" .
"crystal packing" "is effected through" "intermolecular C mdash H" .
"simulation method" "is applied" "real structure" .
"S atom" "exhibits" "tetrahedral geometry" .
"small volume" "generates" "negative feedback mechanism that lowers the supersaturation" .
"experimental diffuse" "calculate" "relative volume" .
"sample and detector" "require" "free parameters" .
"title Schiff base complex" "features" "Schiff base ligand" .
"detergent solution" "hampered by" "main inherent hurdles" .
"famotidine form" "solved" "powder diffraction data" .
"organic nature" "compared with" "structural characteristics" .
"H bond" "parallel to" "benzyl ring" .
"site symmetry" "elongated" "trigonal prisms" .
"INH ligands" "are coordinated like" "zinc ions" .
"emitted positrons" "accelerated to" "magnetic field" .
"different temperatures" "have been" "electron diffraction method" .
"actual ultrasonic oscillation" "measured" "stroboscopic system" .
"CdII atom" "is coordinated in" "prismatic geometry" .
"title compound" "prepared as" "internal standard" .
"nitrate anion" "being" "major components" .
"successive basic residues in the  beta" "play" "central role" .
"crystal structure" "is stabilized by" "weak C mdash H" .
"crystal growth" "monitored by" "video camera" .
"mineralogical analyses" "have been" "powder diffraction" .
"Iron vanadates and phosphates" "have been" "electrode material" .
"nucleotide sequence" "have determined" "crystal structure" .
"mutant enzyme" "suggests" "noncovalent catalysis" .
"crystal forms" "be caused by" "binding of FOB" .
"title compound" "contains" "flattened envelope" .
"ZnII atom" "is bonded by" "O atoms" .
"trends in data" "classify" "quantitative information" .
"new beamlines" "offer" "unique opportunities" .
"Bragg angles" "give" "precise values" .
"relatively short exposure" "are used" "synchrotron sources" .
"benzene ring of the nicotinate residue" "is inclined at" "benzene ring of the nitrophenoxy group" .
"ester group" "is twisted with" "respect to the acetylsalicylic acid and eugenol rings" .
"hydrogenous materials" "using" "diffraction and inelastic techniques" .
"Ba atoms" "are located in" "regular cuboctahedral environment" .
"H groups" "form" "infinite S mdash H" .
"complete cation" "hydrated" "molecular salt" .
"small quantities of samples" "preserving as" "as much material as possible for future tests" .
"real space" "is given by" "B spline" .
"H atom" "forms" "intermolecular O mdash H" .
"nonspecific manner" "induce" "bent DNA" .
"thin walls difficult to manufacture cheaply" "growing" "first place" .
"hydrogen bonds" "extend along" "molecular packing" .
"different temperatures" "using" "electron diffraction" .
"N atoms" "define" "slightly distorted octahedron around the Mo atom" .
"title compound" "consists of" "dihedral angles" .
"sample exchange" "includes" "datamatrix code" .
"structure model" "using" "program package" .
"differing coordination geometry" "has been" "neutron powder diffraction" .
"lecture courses" "introduce" "crystallographic terminology" .
"temperature range" "constructed to" "structural evolution of materials" .
"harmonic atom vibrations" "does" "electron density model" .
"total path" "dominated by" "disorder in the crystal lattice itself" .
"recent times" "have been" "real life" .
"enzyme solution" "contains" "molecular weights" .
"human immunodeficiency" "has been" "emsp14  Aring  resolution" .
"Structural comparison" "allows" "general model" .
"title compound" "disposed about" "centre of inversion" .
"lateral chains" "excluding excluding" "H atoms" .
"Recent applications" "been" "joint probability density" .
"dose calculations" "are presented for" "acid sample" .
"agreement obtained" "suggests" "developing models" .
"thiophene portion" "lies on" "mirror plane" .
"water molecules" "are in" "mer arrangement" .
"library entries" "constrained" "rigid body" .
"absolute configuration" "determined by" "Flack parameter" .
"methyl acrylate group" "adopts" "E conformation" .
"crystal structure" "is stabilized by" "intermolecular O mdash H" .
"Crystallographic inversion centers" "are situated at" "center of the ring of the dication" .
"examination of graphite" "carried" "electron diffraction" .
"Zn atom" "is coordinated by" "two ligands in a tridentate manner" .
"triazole ring" "carries" "methyl and ethoxycarbonyl" .
"computer architectures" "solve" "very large number" .
"phase extension" "improve" "molecular envelope" .
"subsequent kinetic experiments" "has" "regulation of cell survival and proliferation" .
"heterodyne XPCS experiments" "showed" "macroscopic deformation" .
"diffraction analysis" "compared with" "other detectors on the market" .
"related analysis" "applied to" "molecule structures" .
"structural features" "using" "crystallographic technique" .
"extreme conditions" "provides" "structural instabilities" .
"angles of all of these peaks" "be measured with" "high precision" .
"new polytypes" "have been" "layer sequences" .
"mirror symmetry" "fold" "rest of the host" .
"emsp14  Aring  resolution" "solved by" "using polyalanyl trichosanthin" .
"maximum resolution and mosaicity" "depend on" "diffraction conditions" .
"MnII ion" "approximates" "two metal atoms in a  mu 2 mode" .
"CALPHA polyalanine model" "provide" "more selectivity for approximately correct orientations" .
"title molecule" "has" "C mdash C bond" .
"electron accelerator" "provides" "total reflection" .
"packing of compound" "has" "O mdash H" .
"spectral efficiency" "surpasses" "multicrystal designs" .
"nSiO substrates" "were investigated in" "in real time and in situ" .
"crystal packing" "stabilized by" "Waals interactions" .
"pyridyl rings of the title compound" "are located on" "crystallographic mirror plane" .
